"FR_DEST","DMS ORIG","SCTG2","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total KTons in 2013","Total Ton-Mile in 2013","Total M$ in 2013","Total Current M$ in 2013","Total KTons in 2014","Total Ton-Mile in 2014","Total M$ in 2014","Total Current M$ in 2014","Total KTons in 2015","Total Ton-Mile in 2015","Total M$ in 2015","Total Current M$ in 2015"
"SE Asia & Oceania","California","Textiles/leather","13.389899744567","8.563900075484","181.70560042753","13.81629973966","4.572699991417","200.50829998833","202.9102","14.60449979542","6.522099997146","197.60710093133","203.677","14.19359978403","6.401999994297","192.01020025143","196.6512"
"SE Asia & Oceania","California","Nonmetal min. prods.","32.936616017199","5.2988977829959","113.310390122964","43.222934784005","5.255299590118","135.286220349955","145.3647","36.233869746832","4.360299809926","105.10651378067","114.7699","35.782065918797","4.3736002700534","104.437907461395","116.3747"
"SE Asia & Oceania","California","Base metals","26.797494958129","5.589100091089","74.7170008415211","20.86220071415","3.500100028976","55.759200000976","52.9761000000001","24.80589968951","4.57330050776","70.04600023976","67.2381","23.62040516732","4.34869984776","66.800000617561","58.0653"
"SE Asia & Oceania","California","Articles-base metal","27.1271030421","7.65920011601","222.216999541162","29.24679718062","5.685600223215","227.919405232724","228.8361","38.6965002739801","7.72590023484","295.617604857292","297.9427","38.02760057709","7.65860026047","290.866403642592","292.0234"
"SE Asia & Oceania","California","Machinery","59.46979999403","11.535200152093","1782.1870918988","55.2899991333301","8.850600245663","1775.6053164973","1805.9901","57.19490221869","7.920699936962","1709.8624367447","1763.5786","57.6756976776301","8.030499902802","1721.6278343003","1791.5268"
"SE Asia & Oceania","California","Electronics","42.6068020157942","8.55740041579001","4787.3585267485","35.299504094362","6.424000549378","4044.94650550352","4068.6078","34.376304347775","7.651099631503","3791.54306103814","3808.3362","34.530203301051","7.71109987074401","3802.74634882836","3798.158"
"SE Asia & Oceania","California","Motorized vehicles","83.8886983606779","11.993399905246","604.811928091871","64.3353018168991","10.117100391213","489.034805933793","496.1647","69.8638978244901","10.098199713409","510.053430872296","523.9075","72.57760099959","10.486299195354","530.091575303386","552.828"
"SE Asia & Oceania","California","Transport equip.","10.539901113046","6.84960306220601","913.73519677018","18.4753027417645","18.2051068929353","1458.71998649866","1530.8339","9.799800961939","8.5711041762816","842.428596830261","898.603599999999","9.512202516998","8.2965038993116","821.188170258519","884.988499999999"
"SE Asia & Oceania","California","Precision instruments","12.40029966334","3.325503286994","1547.40340549696","14.438601980273","3.277803859884","1484.94779425444","1513.8771","13.958199846811","3.014101980654","1398.57934921519","1437.435","14.17169969139","3.051701265884","1415.73408111639","1469.9683"
"SE Asia & Oceania","California","Furniture","6.506203930096","0.939200010413999","63.03290221764","10.58470313703","0.621200077704","95.3313529803901","97.4771000000001","9.43930170113499","0.669300501739","87.73551371705","90.9182","9.59140385081699","0.675300291739","89.2020552581","93.7104000000001"
"SE Asia & Oceania","California","Misc. mfg. prods.","17.57630013946","6.70230022923401","565.924801146641","19.085800462924","2.796500266288","569.06739602893","577.695300000001","19.054299899334","3.39010022143801","529.82550325463","543.2298","18.914000539324","3.372300255708","526.03339902804","543.3522"
"SE Asia & Oceania","California","Waste/scrap","1353.48636569306","124.75869840121","486.620615090216","1144.63298114414","90.49761013261","480.023418646488","457.6881","1168.37296015629","106.28892447039","451.2681131229","437.1068","1155.08746261546","106.00172608178","445.86241364703","318.4974"
"SE Asia & Oceania","California","Mixed freight","9.2489","2.9722","1911.460400471","18.672","5.7607","2148.870400471","2205.2581","20.0993","6.1781","3340.026800471","3510.0662","19.8328","6.0852","3370.485199576","3452.1417"
"SE Asia & Oceania","Colorado","Cereal grains","16.4326","23.4897","6.0359","7.3397","10.6503","2.7577","2.4731","27.0832","41.1819","9.7707","6.4082","27.0688","41.1923","9.7545","5.6666"
"SE Asia & Oceania","Colorado","Other ag prods.","2.6143","3.9671","1.7599","1.5557","2.2381","1.2068","1.2436","1.6962","2.199","1.4634","1.4718","1.6349","2.1219","1.4123","1.3861"
"SE Asia & Oceania","Colorado","Animal feed","38.6728","45.9605","40.5824","11.1115","13.4067","13.343","13.8552","17.9607","20.4801","20.3315","20.8894","17.2934","19.7059","19.5467","19.0491"
"SE Asia & Oceania","Colorado","Meat/seafood","5.327","7.183","16.3407","1.2881","1.5486","5.3606","5.4736","2.8416","3.3709","10.5903","12.1124","2.8651","3.4012","10.6716","11.7137"
"SE Asia & Oceania","Colorado","Milled grain prods.","0.2693","0.3275","0.4714","0.542","0.6739","2.0196","2.0548","0.5374","0.6182","2.4101","2.4513","0.5529","0.6393","2.4355","2.4585"
"SE Asia & Oceania","Colorado","Other foodstuffs","1.1675","1.4399","4.4156","6.01","8.0781","25.3662","25.7912","7.8785","10.2904","35.5374","38.0577","8.0228","10.4853","36.1488","36.3645"
"SE Asia & Oceania","Colorado","Alcoholic beverages","0.0005","0.001","0.0023","0.0003","0.0005","0.0012","0.0012","0.0011","0.002","0.005","0.0051","0.0011","0.0022","0.0052","0.0053"
"SE Asia & Oceania","Colorado","Gravel","0.0011","0.0012","0.004","0.0754","0.087","0.2742","0.2814","0.0753","0.0863","0.274","0.2903","0.0753","0.0861","0.2736","0.2979"
"SE Asia & Oceania","Colorado","Nonmetallic minerals","0.58590319551","0.8006010813","0.258200041578","0.88900479502","1.05550419377","0.365600872388","0.724499999999999","2.8211074252","3.3080093515","1.201805315658","2.5469","2.8395096513","3.3508099534","1.22160567868","2.675"
"SE Asia & Oceania","Colorado","Metallic ores","0.015","0.0495","0.0067","0","0","0.0026","0.0023","0","0","0.0026","0.0022","0","0","0.0026","0.0019"
"SE Asia & Oceania","Colorado","Coal-n.e.c.","1.01952028","1.27696793","0.607502537","0.616650792","0.77235703","0.3674488921","0.3824796454","3.472336514","4.349144794","2.069049867","2.289646585","3.39668224","4.254428405","2.024006108","1.701618675"
"SE Asia & Oceania","Colorado","Basic chemicals","0.36870021826","0.34590030786","21.2726024282","0.36190023612","0.35640033315","18.5721026286","19.3038","7.3394001204","7.9303001696","123.99400134","118.0863","7.35870011627","7.96790016383","124.2880012908","103.9959"
"SE Asia & Oceania","Colorado","Pharmaceuticals","0.1275","0.146","6.6393","0.0367","0.044","5.6665","6.0123","0.0565","0.0612","5.1661","6.0606","0.0561","0.0613","5.0601","6.3399"
"SE Asia & Oceania","Colorado","Fertilizers","0.27570449","0.30340306","0.29389921","0.61860041","0.78589656","0.73200084","1.3986","1.47820292","1.83010509","1.6927008","3.1881","1.44000001","1.7831031","1.6473853","3.0427"
"SE Asia & Oceania","Colorado","Chemical prods.","4.002099997","5.0453000005","28.9071002","2.581000005","3.3604000005","13.2823998","13.3172","3.671300005","4.7090000005","19.007797","19.0118","3.644200005","4.6755000005","18.933697","18.8303"
"SE Asia & Oceania","Colorado","Plastics/rubber","0.7239000006","0.9429","13.09680004","1.0591","1.3803","16.292199979","16.5839","1.0343000006","1.3151","15.25570025","15.8618","1.0258000006","1.3048","15.14840037","14.9804"
"SE Asia & Oceania","Colorado","Wood prods.","0.046","0.0534","0.1841","0.0013","0.0018","0.0076","0.0084","0.0135","0.0152","0.062","0.0689","0.0134","0.015","0.0613","0.0677"
"SE Asia & Oceania","Colorado","Newsprint/paper","0.3994","0.4682","0.7066","0.0339","0.04","0.0616","0.0647","0.3257","0.4093","0.689","0.7269","0.2998","0.3779","0.6396","0.658"
"SE Asia & Oceania","Colorado","Paper articles","0.0232","0.0267","0.0809","0.0067","0.0089","0.0273","0.0278","0.0536","0.0698","0.1878","0.1944","0.0515","0.0672","0.1809","0.1872"
"SE Asia & Oceania","Colorado","Printed prods.","0.0781","0.0892","3.3273","0.126","0.1516","4.3095","4.3259","0.1278","0.1486","5.4458","5.4723","0.1198","0.1396","5.1649","5.1958"
"SE Asia & Oceania","Colorado","Textiles/leather","0.5446","0.6251","11.6621","0.7848","0.9079","14.7247","14.8843","1.1484","1.3039","18.2744","18.8657","1.1055","1.2562","17.6234","18.0782"
"SE Asia & Oceania","Colorado","Nonmetal min. prods.","0.178","0.1901","8.956","0.6315","0.7396","23.5913","24.9246","1.1793","1.3631","40.5388","43.8511","1.1966","1.3905","41.0792","45.3935"
"SE Asia & Oceania","Colorado","Base metals","0.7222","0.7796995","3.665200608","0.1867","0.19550004167","0.765199925","0.7752","0.1101000003333","0.1141000003333","0.482799975","0.4668","0.1127000003333","0.1172000003333","0.49519999167","0.4338"
"SE Asia & Oceania","Colorado","Articles-base metal","1.41520004","1.624199996","12.916099","0.62979999","0.739799996","8.49950000000001","8.65860000000001","0.42650002","0.485299996","5.8342","6.0031","0.43740002","0.498799996","5.9667","6.1074"
"SE Asia & Oceania","Colorado","Machinery","7.1633","7.8125","132.6361","5.635","6.2348","114.0522","117.1869","4.9074","5.1993","107.8678","112.8875","4.9824","5.2855","109.664","115.6493"
"SE Asia & Oceania","Colorado","Electronics","1.5587999746","1.67570004921","411.1156999603","1.135500001746","1.321799997619","357.19830000635","356.681","1.411899999873","1.579999999873","508.400999999365","506.8723","1.441199999873","1.616699999873","518.328499999365","513.7309"
"SE Asia & Oceania","Colorado","Motorized vehicles","0.5837","0.69","7.6597","0.5474","0.649","7.8988","8.1828","0.7953","0.9442","9.0865","9.294","0.826","0.9802","9.4557","9.8207"
"SE Asia & Oceania","Colorado","Transport equip.","0.13699999","0.142300003","13.571611","0.20209977","0.18500004","45.66895","50.2474","0.091","0.079700031","15.198802","17.2395","0.09629999","0.085000031","15.880698","18.0667"
"SE Asia & Oceania","Colorado","Precision instruments","0.7302995","0.780700008999999","116.364257","0.85650017","0.903699981","134.64659","142.3268","0.89769976","0.971999998","129.869935","137.8617","0.92270008","1.001400028","133.53812","143.1532"
"SE Asia & Oceania","Colorado","Furniture","0.1164","0.1301","2.4183","0.1679","0.1917","3.828","3.8529","0.2426","0.2939","2.931","2.9942","0.2503","0.3031","3.0128","3.1213"
"SE Asia & Oceania","Colorado","Misc. mfg. prods.","0.20040002","0.22209996","12.7782002","0.2873","0.33","15.20239976","15.4445","0.3869","0.4153","17.00819992","17.2888","0.396","0.4255","17.4018","17.8202"
"SE Asia & Oceania","Colorado","Waste/scrap","11.45750028883","15.53930038649","3.249800126608","14.735800270235","19.76960033708","6.455900095545","6.7295","7.201600084143","9.882300105679","2.475900030449","2.4212","7.427600085071","10.192400107149","2.543600030991","1.8333"
"SE Asia & Oceania","Colorado","Mixed freight","0.0202","0.0302","9.6364","0.0661","0.099","9.9903","19.7536","0.0514","0.077","9.9149","20.2672","0.0506","0.0758","9.8835","19.6978"
"SE Asia & Oceania","Connecticut","Other ag prods.","0.0698","0.0914","0.2243","0.1282","0.3663","0.1764","0.2333","1.0507","2.5152","1.68","1.8807","1.0015","2.404","1.5949","1.741"
"SE Asia & Oceania","Connecticut","Animal feed","0.0364","0.0051","0.5911","0.0785","0.0065","0.1573","0.1639","0.1155","0.0125","0.8674","1.092","0.1053","0.0118","0.8024","0.9553"
"SE Asia & Oceania","Connecticut","Meat/seafood","0.0104","0.0366","0.0133","0","0","0.0011","0.0022","0","0","0.0011","0.0024","0","0","0.001","0.002"
"SE Asia & Oceania","Connecticut","Milled grain prods.","0.0174","0.0016","0.0189","0","0","0","0","0.0026","0.0002","0.0027","0.0029","0.0024","0.0002","0.0026","0.0026"
"SE Asia & Oceania","Connecticut","Other foodstuffs","2.32449969365","1.909999794","16.197570933","4.75390340965","6.9248999491","28.471274371","38.8581","2.6903080601","2.385401111","19.09164018232","29.6992","2.5458981701","2.238000351","18.13673813332","26.4986"
"SE Asia & Oceania","Connecticut","Alcoholic beverages","0.4763","1.1365","0.7502","0.0672","0.0404","0.171","0.174","0.9197","1.9633","1.4584","1.4958","0.9105","1.9167","1.4573","1.5016"
"SE Asia & Oceania","Connecticut","Natural sands","0.0046","0.0093","0.0166","0.1962","0.4212","0.7246","1.0693","0.1975","0.4234","0.731","1.1404","0.1877","0.401","0.6956","1.136"
"SE Asia & Oceania","Connecticut","Gravel","0.0042","0.0155","0.0064","0","0","0","0","0","0","0","0","0","0","0","0"
"SE Asia & Oceania","Connecticut","Nonmetallic minerals","0.0627","0.0066","0.1193","0.5396","0.1136","1.043","1.0632","0.2546","0.0295","0.482","0.5427","0.2519","0.0289","0.4763","0.5546"
"SE Asia & Oceania","Connecticut","Metallic ores","0.0794","0.2531","0.3479","0","0","0","0","0","0","0","0","0","0","0","0"
"SE Asia & Oceania","Connecticut","Gasoline","0.0004","0.0015","0.0005","0.0003","0.0008","0.0001","0.0001","0.0001","0.0004","0.0001","0.0001","0.0001","0.0004","0","0"
"SE Asia & Oceania","Connecticut","Fuel oils","0.0072","0.0051","0.0063","0.0047","0.0031","0.0063","0.006","0.0017","0.0006","0.0133","0.0121","0.0025","0.0007","0.0226","0.0124"
"SE Asia & Oceania","Connecticut","Basic chemicals","2.0575992972","1.06019983","11.38159365","1.8827023997","1.13970063","10.02040166","11.6331","1.1417001","0.53789994","7.7047005997","8.7068","1.0481003","0.4986998","7.0478039997","6.9983"
"SE Asia & Oceania","Connecticut","Pharmaceuticals","0.398999968","0.4044965683","3.9375934122","0.2230006487","0.4589976714","2.8990991293","4.7068","0.17439940907","0.1323000065","1.66230222092","2.8666","0.17139905723","0.1247998307","1.63319773154","3.0258"
"SE Asia & Oceania","Connecticut","Chemical prods.","6.42790126266","12.1438028703","40.3928495781","8.183404986793","18.761900361478","41.667328324802","52.282","3.476698264155","5.66570019171","29.44019117324","37.1312","3.241894851739","5.189499920633","27.75160642175","34.8595"
"SE Asia & Oceania","Connecticut","Plastics/rubber","4.3046033493","4.7829995349","35.26099473","3.0226008813","4.252100012","25.88628787","35.1506","2.6131003104","2.4538999868","31.140488522","47.3878","2.4739001254","2.2686998608","29.641796131","42.9782"
"SE Asia & Oceania","Connecticut","Logs","0.0369","0.0337","0.0238","0.0278","0.015","0.0151","0.0183","0.0024","0.002","0.0017","0.0027","0.0023","0.002","0.0016","0.0024"
"SE Asia & Oceania","Connecticut","Wood prods.","2.2832","5.8953","1.5228","1.0191","0.6645","0.7928","0.8975","0.2645","0.7211","0.2461","0.3118","0.2543","0.6912","0.2389","0.3011"
"SE Asia & Oceania","Connecticut","Newsprint/paper","0.734500821","0.3706009769","2.19439918","1.57389859","0.519700413","4.5146882","7.8254","0.51960017","0.1675004373","1.51240457","2.7172","0.504501763","0.1585994619","1.47450319","2.5905"
"SE Asia & Oceania","Connecticut","Paper articles","0.578399999","0.077","1.3572","0.485699996","0.0609","1.944","3.1155","0.6656","0.082199996","2.34040001","3.5565","0.6583","0.080799996","2.31320001","3.5191"
"SE Asia & Oceania","Connecticut","Printed prods.","0.1581000144","0.2850999961","1.4082001","0.1413000118","0.2918000018","2.171500168","2.3856","0.1261003194","0.203900056","0.5204004","0.6527","0.1275995994","0.2012000204","0.519899797","0.6555"
"SE Asia & Oceania","Connecticut","Textiles/leather","2.76688749681","1.54809784","12.835865297","1.8196031067","1.0331006","9.299922226","15.9061","1.437102604","0.71730053","9.14561336281","16.2783","1.409705204","0.69549915","9.02606608281","15.9873"
"SE Asia & Oceania","Connecticut","Nonmetal min. prods.","0.172499983","0.141400053","3.04000322","0.1032994763","0.097000021","2.41579932","3.0702","0.102899861","0.038099943","1.39840267","2.6706","0.104600461","0.038000073","1.42150074","2.7742"
"SE Asia & Oceania","Connecticut","Base metals","1.966704583","1.0063002729","161.249797333","1.5323996758","1.097999999","201.656203393","194.3603","1.761199951","0.7251000349","42.040103843","49.3542","1.750300521","0.7311000749","41.478199253","44.0909"
"SE Asia & Oceania","Connecticut","Articles-base metal","0.9395999112","0.7421999815","26.295898935","0.6210999669","0.8840000161","20.426296411","25.4624","0.9051000525","1.186000002","18.35540619","26.9043","0.8679999724","1.114800022","17.70969957","25.9488"
"SE Asia & Oceania","Connecticut","Machinery","3.250896525728","1.7700996154","427.29855762364","3.1084128609","1.35999747114","522.7493088991","892.2414","3.017301638728","1.5035995324","588.06381644364","1060.802","2.957800580728","1.4727000329","575.96197736364","1048.705"
"SE Asia & Oceania","Connecticut","Electronics","2.49479793","0.8580002175","90.6753278852601","1.3556060764","0.5894042068","86.641573642","149.0193","1.362699929","0.5152000807","72.49950134926","108.4912","1.350699787","0.5060001102","71.62640139895","106.7668"
"SE Asia & Oceania","Connecticut","Motorized vehicles","0.1889000004","0.07409997","3.252600015","0.2339","0.0553","4.996400027","5.4641","0.1436","0.021700002","3.9564000024","6.807","0.13949996","0.021100002","3.8561999724","6.7313"
"SE Asia & Oceania","Connecticut","Transport equip.","1.38069998","8.191199962","172.247700167","0.556699633","0.265499671","140.365103997","231.0385","0.5142997704","0.44139998","96.639397769","154.8631","0.4803004984","0.4146999644","90.808195592","145.9681"
"SE Asia & Oceania","Connecticut","Precision instruments","0.73209913808","0.33620001642","120.034715728","0.7864004649","0.35989992416","112.77472055","196.8358","0.8290991084","0.23449986918","97.019938802","173.6844","0.8402988725","0.23650036866","98.069459195","177.4844"
"SE Asia & Oceania","Connecticut","Furniture","0.1381000031","0.11580001968","2.057800058","0.070499997","0.0349","3.1658000071","4.8199","0.0935000209","0.07759998668","1.9897003712","3.0736","0.0941999309","0.07729998668","2.0045005712","3.1484"
"SE Asia & Oceania","Connecticut","Misc. mfg. prods.","0.6442000146","0.9621960622","53.931008402","0.9264039359","1.814302416","71.991701664","140.5996","0.7558044144","1.842802894","14.6272365497","26.0216","0.7230038623","1.750502705","14.0935964517","25.3002"
"SE Asia & Oceania","Connecticut","Waste/scrap","16.73109999","3.750900001","5.58350002","0.235700001","0.0748","0.24800002","0.3401","0.389","0.0415","0.148199996","0.1454","0.3847","0.0411","0.146599996","0.1058"
"SE Asia & Oceania","Connecticut","Mixed freight","0.0668","0.0818","1.1273","0.0996","0.2337","1.059","1.4807","0.0729","0.1448","0.7391","1.0693","0.0716","0.1408","0.7425","1.0525"
"SE Asia & Oceania","Delaware","Live animals/fish","0.1029","0.0573","0.1491","0.2835","0.1135","0.4304","0.4563","0.0291","0.0127","0.0438","0.0542","0.0215","0.0109","0.0318","0.035"
"SE Asia & Oceania","Delaware","Other ag prods.","0.0237","0.0179","0.0748","0.0902","0.095","0.5446","0.5602","0.0098","0.0046","0.0183","0.0183","0.0097","0.0046","0.0181","0.0176"
"SE Asia & Oceania","Delaware","Animal feed","0.0283","0.0082","0.0393","0.0113","0.0035","0.0174","0.0182","0.0021","0.0008","0.0031","0.0032","0.0024","0.0008","0.0033","0.0033"
"SE Asia & Oceania","Delaware","Meat/seafood","7.1086","2.863","10.0913","3.106","0.9765","4.3384","4.4299","2.8768","0.6761","4.0003","4.5751","2.8886","0.6887","4.0215","4.4145"
"SE Asia & Oceania","Delaware","Milled grain prods.","7.9768","18.5182","6.663","24.7184","65.217","20.6569","21.0177","0","0","0","0","0","0","0","0"
"SE Asia & Oceania","Delaware","Other foodstuffs","0.1008","0.0518","0.1202","0.1641","0.0942","0.1826","0.1856","0.1814","0.0877","0.2029","0.2173","0.1913","0.0931","0.2138","0.215"
"SE Asia & Oceania","Delaware","Nonmetallic minerals","1.2056","0.1395","0.1094","0.1544","0.0153","0.013","0.0132","0.3515","0.041","0.0298","0.0318","0.3517","0.0406","0.0298","0.0329"
"SE Asia & Oceania","Delaware","Metallic ores","0.0001","0.0005","0.0264","0","0","0.003","0.0027","0","0","0.003","0.0026","0","0","0.0032","0.0024"
"SE Asia & Oceania","Delaware","Fuel oils","35.0199","0.7032","21.8123","0","0","0","0","47.8528","0.9575","29.8008","27.1683","78.7618","1.5545","49.0499","26.7627"
"SE Asia & Oceania","Delaware","Basic chemicals","0.516499953","0.2144999661","2.8988001","0.379999997","0.1572999991","1.86020063","2.1827","0.520800496","0.22860004","3.93329721","4.0496","0.566099698","0.24849996","4.23959752","3.8313"
"SE Asia & Oceania","Delaware","Pharmaceuticals","0.042199997","0.0174","1.1652004","0.1398","0.0484","1.9533004","3.8283","0.0934","0.0298","0.428100004","0.6761","0.1033","0.0326","0.468699998","0.7933"
"SE Asia & Oceania","Delaware","Fertilizers","0.0389","0.014","0.1037","0.014","0.0038","0.0317","0.0404","0.0508","0.0199","0.1913","0.1917","0.0518","0.0202","0.1963","0.1935"
"SE Asia & Oceania","Delaware","Chemical prods.","5.46690004","1.8445001254","59.39113","5.1416993988","2.260900008","52.1740339","56.4874","4.3912030288","1.311100428","46.09804582","50.8296","4.4164973288","1.307799778","46.37159558","50.8538"
"SE Asia & Oceania","Delaware","Plastics/rubber","2.4271027573","0.83670045489","21.8535094302","3.7679962413","1.45619928999","26.7404025202","36.0765","5.0943956069","2.75849983699","79.6357083443","92.368","5.4370042573","2.92289933599","84.8571021233","93.6584"
"SE Asia & Oceania","Delaware","Newsprint/paper","0.0013","0.0064","0.003","0.0424","0.2075","0.0977","0.1026","0","0","0","0","0","0","0","0"
"SE Asia & Oceania","Delaware","Printed prods.","0.0237","0.0608","0.4007","0.0098","0.0374","0.1499","0.1934","0.0305","0.039299999","2.9107","5.6498","0.0305","0.039199999","2.8981","5.6349"
"SE Asia & Oceania","Delaware","Textiles/leather","0.0164","0.0153","0.1686","0.0136","0.0098","0.1863","0.2419","0.0131","0.0105","0.1967","0.22","0.0129","0.01","0.1944","0.2162"
"SE Asia & Oceania","Delaware","Nonmetal min. prods.","0.039100001","0.0203","0.754100002","0.100300001","0.038","1.680499992","2.8821","0.0968","0.042","3.04970001","6.1903","0.1002","0.0438","3.15210003","6.537"
"SE Asia & Oceania","Delaware","Base metals","0.0289","0.0078","0.1373","0.0058","0.0009","0.2478","0.4653","0.0017","0.0004","0.1161","0.206","0.0019","0.0004","0.1199","0.1922"
"SE Asia & Oceania","Delaware","Articles-base metal","0.20970001","0.105700034","1.83280002","0.11699997","0.068400003","1.02059997","1.5648","0.1103","0.138600004","0.901999999","1.4526","0.1133","0.142500004","0.927499999","1.4882"
"SE Asia & Oceania","Delaware","Machinery","0.4150999141","0.15279995335","25.4645070722","0.3786002939","0.13009998423","42.9491042691","75.6269","0.3008005618","0.096200015116","27.2002961397","50.1135","0.2952006473","0.094800025116","26.8030981632","49.7326"
"SE Asia & Oceania","Delaware","Electronics","0.039400015","0.0692000003","7.143394","0.057599996","0.1063000003","11.797003","15.0907","0.044299995","0.0725","17.2730033","22.1861","0.045799995","0.0744","17.8416024","22.8497"
"SE Asia & Oceania","Delaware","Motorized vehicles","0.0435","0.0281","3.3535","0.0512","0.0289","4.0059","7.7268","0.0231","0.0043","3.5849","7.2555","0.0222","0.0041","3.4833","7.1606"
"SE Asia & Oceania","Delaware","Transport equip.","0.021100043","0.016","5.2300003","0.022799999","0.0111","3.0896993","4.8683","0.01409998","0.002199996","4.854499","9.8233","0.0137","0.002199996","4.674903","9.55399999999999"
"SE Asia & Oceania","Delaware","Precision instruments","0.1073","0.0216","33.2204","0.11","0.0217","34.6086","68.8938","0.1047","0.0318","32.0643","63.7244","0.1127","0.0342","34.4469","69.1854"
"SE Asia & Oceania","Delaware","Furniture","0.0002000004","0","0.00910001","0.0001","0","0.00490003","0.0098","0.002300004","0.0003000004","0.0846004","0.1728","0.002500001","0.0004000004","0.0889999","0.1844"
"SE Asia & Oceania","Delaware","Misc. mfg. prods.","0.004900004","0.0023","1.3524958","0.00970004","0.015500004","22.3493701","31.5912","0.01790013","0.0047","0.7809955","1.1588","0.0184","0.0048","0.7992994","1.1964"
"SE Asia & Oceania","Delaware","Waste/scrap","0.6442","0.1036","0.1623","0.3984","0.0784","0.1046","0.099","0.2736","0.0531","0.0768","0.0737","0.2388","0.0464","0.0683","0.0483"
"SE Asia & Oceania","Delaware","Mixed freight","0","0","0.0003","0","0","0.0004","0.0006","0","0","0.0003","0.0005","0","0","0.0003","0.0005"
"SE Asia & Oceania","Washington DC","Chemical prods.","0.0015","0.0009","0.0416","0.0075","0.0226","0.4919","0.4891","0.0295","0.0893","1.9465","1.9357","0.0283","0.0856","1.8655","1.8446"
"SE Asia & Oceania","Washington DC","Plastics/rubber","0.0001","0.0002","0.0199","0","0","0.0002","0.0002","0","0","0.0002","0.0002","0","0","0.0002","0.0002"
"SE Asia & Oceania","Washington DC","Wood prods.","0","0","0.0001","0","0","0.0001","0.0001","0","0","0.0027","0.003","0","0","0.0028","0.0031"
"SE Asia & Oceania","Washington DC","Newsprint/paper","0.2457","0.7077","0.1762","0","0","0.0008","0.0008","0","0","0.0008","0.0008","0","0","0.0008","0.0009"
"SE Asia & Oceania","Washington DC","Paper articles","0.0006","0.0001","0.0041","0","0","0.0001","0.0001","0.0001","0","0.0059","0.0061","0.0001","0","0.006","0.0062"
"SE Asia & Oceania","Washington DC","Printed prods.","0.0228","0.0079","0.0673","0.5175","1.2089","19.2738","19.336","0.0025","0.0073","0.1116","0.1121","0.0024","0.0072","0.1094","0.1101"
"SE Asia & Oceania","Washington DC","Textiles/leather","0.0001","0","0.0073","0","0","0.03","0.0303","0.0066","0.0014","0.1533","0.1578","0.007","0.0015","0.1614","0.1651"
"SE Asia & Oceania","Washington DC","Nonmetal min. prods.","0.0055","0.0163","0.0277","0.0296","0.0879","0.1484","0.153","0","0","0.0002","0.0002","0","0","0.0002","0.0002"
"SE Asia & Oceania","Washington DC","Articles-base metal","0.057","0.0147","0.1026","0.0246","0.0065","0.0461","0.046","0.0001","0","0.0005","0.0005","0.0001","0","0.0005","0.0005"
"SE Asia & Oceania","Washington DC","Machinery","0.001","0.0004","0.1721","0.0002","0.0001","0.0579","0.0591","0.0008","0.0003","0.1311","0.1404","0.0007","0.0003","0.1251","0.1351"
"SE Asia & Oceania","Washington DC","Electronics","0.015","0.0308","2.0559","0.0604","0.1103","10.2741","10.8315","0.0143","0.0158","2.5586","2.6649","0.0144","0.0158","2.5788","2.6719"
"SE Asia & Oceania","Washington DC","Motorized vehicles","0.0072","0.0015","0.0699","0.003","0.0006","0.031","0.0313","0.0371","0.0078","0.3491","0.3571","0.0382","0.0081","0.3595","0.3734"
"SE Asia & Oceania","Washington DC","Transport equip.","0.0009","0.0002","0.2892","0.0013","0","0.4009","0.4083","0.0012","0.0001","0.3802","0.3942","0.0013","0.0001","0.4013","0.4208"
"SE Asia & Oceania","Washington DC","Precision instruments","0.0074","0.0056","3.1693","0.0006","0.0003","0.3012","0.3472","0.0006","0.0006","0.2698","0.346","0.0006","0.0006","0.2846","0.3693"
"SE Asia & Oceania","Washington DC","Furniture","0.0433","0.1278","0.239","0.0403","0.1185","0.5855","0.7661","0","0","0.0063","0.0093","0","0","0.0066","0.0098"
"SE Asia & Oceania","Washington DC","Misc. mfg. prods.","0.0013","0.0004","0.1912","0.0094","0.0026","1.7734","1.8025","0.0035","0.0007","0.8837","0.9034","0.0037","0.0007","0.9204","0.948"
"SE Asia & Oceania","Washington DC","Waste/scrap","0","0","0.004","0","0","0.004","0.0038","0","0","0.004","0.0038","0","0","0.0041","0.0029"
"SE Asia & Oceania","Washington DC","Mixed freight","0","0","0.0112","0","0","0.0224","0.0228","0","0","0.0112","0.0117","0","0","0.0113","0.0116"
"SE Asia & Oceania","Florida","Live animals/fish","0.4029","0.1732","2.5885","0.1473","0.0477","0.691","0.7328","0.1232","0.0289","1.0124","1.2511","0.127","0.0301","1.0251","1.1278"
"SE Asia & Oceania","Florida","Cereal grains","0.061","0.1092","0.0809","0.2551","0.2578","0.2319","0.2093","0.0702","0.2156","0.0357","0.0269","0.0697","0.2129","0.0356","0.0231"
"SE Asia & Oceania","Florida","Other ag prods.","4.385102585409","5.1867007508713","11.11920109343","5.48951422192","4.097904553378","11.8473078981","14.9773","4.811796590774","4.033501981459","11.03930335613","12.3744","4.606796114434","3.858301908041","10.5054042095","11.5086"
"SE Asia & Oceania","Florida","Animal feed","0.5264000044513","0.146900011884","1.950500047116","0.3216000021416","0.053600005711","1.284200022718","1.3893","0.5942000051651","0.182200013774","2.457900054717","2.6592","0.5811000047032","0.176000012598","2.397400049972","2.4518"
