,fr_orig,dms_orig,dms_dest,fr_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,tons_2012,tons_2013,tons_2014,tons_2015,tons_2020,tons_2025,tons_2030,tons_2035,tons_2040,tons_2045,value_2012,value_2013,value_2014,value_2015,value_2020,value_2025,value_2030,value_2035,value_2040,value_2045,tmiles_2012,tmiles_2013,tmiles_2014,tmiles_2015,tmiles_2020,tmiles_2025,tmiles_2030,tmiles_2035,tmiles_2040,tmiles_2045,curval_2013,curval_2014,curval_2015
488013,804.0,512,280,,3.0,5,,24,2,0.0204,0.042,0.0422,0.0448,0.0562,0.069,0.0842,0.1032,0.1286,0.1564,0.843,1.7332,1.7437,1.8491,2.3203,2.8475,3.4739,4.2593,5.3089,6.4569,0.0215,0.0442,0.0444,0.0471,0.0591,0.0726,0.0886,0.1086,0.1353,0.1646,1.7633,1.8098,1.8253
219849,,491,482,,,6,,16,1,0.2188,0.2547,0.2375,0.2515,0.2631,0.3059,0.3027,0.2955,0.2728,0.2588,0.1207,0.1706,0.1592,0.1685,0.1763,0.205,0.2028,0.198,0.1828,0.1734,0.2754,0.3206,0.299,0.3166,0.3312,0.3851,0.3811,0.37200000000000005,0.3434,0.3258,0.1754,0.1508,0.0798
787717,,451,132,807.0,,4,3.0,30,3,1.9448e-07,2.9815e-07,2.4431e-07,2.5219000000000004e-07,3.3943000000000007e-07,4.2111999999999995e-07,4.8913e-07,5.5785e-07,6.6321e-07,7.6161e-07,2.6815000000000003e-07,4.1108000000000005e-07,3.3685e-07,3.4772e-07,4.6799999999999996e-07,5.8063e-07,6.7441e-07,7.691500000000001e-07,9.144200000000001e-07,1.0501000000000001e-06,2.4371999999999998e-08,3.7364e-08,3.0617e-08,3.1603e-08,4.2538e-08,5.2772e-08,6.129500000000001e-08,6.9908e-08,8.311e-08,9.5441e-08,8.2999,6.9272,7.1053
1449613,802.0,487,402,,1.0,1,,39,2,0.3196,0.4247,0.3637,0.3941,0.5624,0.7743,1.0561,1.4487,2.03,2.3951,1.1505,1.5290000000000001,1.3092,1.4186,2.0246,2.7873,3.8018,5.2152,7.3078,8.622,0.2287,0.3039,0.2602,0.282,0.4024,0.5541,0.7557,1.0366,1.4526,1.7138,1.5391,1.3374,1.4697
584732,,472,279,801.0,,1,1.0,26,3,0.1512,0.1609,0.2619,0.2652,0.3046,0.3528,0.3955,0.4443,0.5111,0.5834,0.1127,0.12,0.1952,0.1977,0.2271,0.263,0.2948,0.3311,0.3809,0.4348,0.12300000000000001,0.131,0.2131,0.2158,0.2479,0.2871,0.3218,0.3615,0.4158,0.4747,0.1278,0.217,0.2174
647795,,172,341,804.0,,1,3.0,28,3,0.1553,0.20600000000000002,0.1866,0.1904,0.2305,0.2893,0.3459,0.4135,0.521,0.65,0.5162,0.6847,0.6202,0.6329,0.7659999999999999,0.9616,1.1497,1.3745,1.7318,2.1606,0.14300000000000002,0.1897,0.1718,0.1753,0.2122,0.2664,0.3185,0.3808,0.4798,0.5985,0.6965,0.6404,0.6539
195102,,139,362,,,2,,13,1,5.2004,5.5415,5.952000000000001,6.1583,6.4541,6.336,6.2991,6.3719,6.6299,6.8308,0.008,0.0085,0.0092,0.0095,0.0099,0.0097,0.0097,0.0098,0.0102,0.0105,5.1109,5.4462,5.8496,6.0524,6.343,6.227,6.1908,6.2623,6.5159,6.7132,0.0087,0.0098,0.0104
1208410,,551,212,807.0,,4,4.0,35,3,0.0526,0.0547,0.0978,0.0971,0.1344,0.1902,0.2586,0.35200000000000004,0.5003,0.6131,10.8381,11.2681,20.1414,19.998,27.6955,39.1831,53.2908,72.5215,103.0857,126.31700000000001,0.0171,0.0178,0.0318,0.0316,0.0438,0.0619,0.0842,0.1146,0.1629,0.1996,11.2444,20.0741,19.8143
884679,808.0,341,181,,3.0,1,,32,2,0.0016,0.0032,0.0092,0.0095,0.0103,0.0112,0.0123,0.0136,0.015,0.0163,0.0084,0.0168,0.0481,0.0496,0.0542,0.0587,0.0645,0.0713,0.0786,0.0855,0.0012,0.0024,0.0069,0.0071,0.0078,0.0084,0.0093,0.0102,0.0113,0.0123,0.0159,0.046,0.043
690596,807.0,399,269,,3.0,3,,29,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002
166477,803.0,531,300,,3.0,2,,8,2,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208670,,479,451,808.0,,1,3.0,13,3,0.0044,0.002,0.0026,0.0028,0.0028,0.0029,0.003,0.003,0.0033,0.0038,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0021,0.0009,0.0012,0.0013,0.0013,0.0014,0.0014,0.0014,0.0015,0.0018,0.0,0.0001,0.0001
766667,808.0,171,339,,4.0,4,,30,2,0.0011,0.0001,0.0003,0.0004,0.0005,0.0005,0.0007,0.0008,0.001,0.0012,0.0263,0.0014,0.0081,0.0088,0.0108,0.0131,0.0159,0.0195,0.0246,0.0288,0.001,0.0001,0.0003,0.0003,0.0004,0.0005,0.0006,0.0007,0.0009,0.0011,0.0014,0.0084,0.009000000000000001
1207131,,519,212,808.0,,4,4.0,35,3,0.0041,0.0001,0.0013,0.0013,0.0016,0.002,0.0025,0.0032,0.0043,0.0051,1.2333,0.0373,0.3895,0.3873,0.4669,0.6011,0.7535,0.963,1.3046,1.5453,0.0016,0.0,0.0005,0.0005,0.0006,0.0008,0.001,0.0012,0.0017,0.002,0.0372,0.3882,0.3838
338474,804.0,171,99,,4.0,4,,21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0077,0.0154,0.0166,0.0221,0.0286,0.0367,0.0472,0.062,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0172,0.0199
144812,808.0,512,392,,3.0,1,,7,2,0.0244,0.0039,0.0004,0.0004,0.0005,0.0007,0.0008,0.001,0.0012,0.0015,0.0348,0.0055,0.0006,0.0006,0.0008,0.0009,0.0011,0.0014,0.0018,0.0021,0.0134,0.0021,0.0002,0.0002,0.0003,0.0004,0.0004,0.0005,0.0007,0.0008,0.0056,0.0006,0.0006
29551,803.0,121,341,,3.0,5,,3,2,1.6943,1.7113,0.8079,0.8506,1.1048,1.4063,1.7696,2.2376,2.8968,3.5643,4.3786,4.4224,2.0879,2.1982,2.8553,3.6344,4.5731,5.7826,7.4863,9.2113,1.676,1.6928,0.7992,0.8414,1.0929,1.3911,1.7505,2.2135,2.8656,3.5259,4.5495,2.095,2.1518
450135,,81,551,,,1,,24,1,0.2444,0.2262,0.2366,0.2495,0.2855,0.3047,0.3246,0.3416,0.3601,0.3862,1.2788,1.1837,1.238,1.3054,1.4939,1.594,1.6985,1.7874,1.8840000000000001,2.0207,0.2853,0.2641,0.2762,0.2912,0.3333,0.3556,0.3789,0.3988,0.4203,0.4508,1.2042,1.2849,1.2886
570264,807.0,372,92,,4.0,4,,26,2,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.001,0.0012,0.0006,0.0006,0.0007,0.0008,0.001,0.0011,0.0013,0.0016,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0013,0.0006,0.0007
695907,,89,81,808.0,,1,4.0,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0003,0.0003
373729,808.0,111,422,,4.0,4,,22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0056,0.0056,0.0057,0.0062,0.0068,0.0074,0.0082,0.009000000000000001,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0053,0.0053
1580011,803.0,132,379,,3.0,5,,41,2,0.0161,0.0024,0.0019,0.0019,0.0021,0.0023,0.0026,0.0028,0.0032,0.0036,0.0077,0.0011,0.0009,0.0009,0.001,0.0011,0.0012,0.0014,0.0015,0.0017,0.0069,0.001,0.0008,0.0008,0.0009,0.001,0.0011,0.0012,0.0014,0.0015,0.0011,0.0009,0.0007
1329041,,341,341,807.0,,1,4.0,37,3,0.0052,0.0044,0.0056,0.0053,0.0067,0.0086,0.0106,0.0133,0.018000000000000002,0.0227,3.8009,3.2381,4.0794,3.8914,4.8658,6.2685,7.7684,9.7289,13.1931,16.5607,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0003,3.2983,4.2311,4.0798
1377453,806.0,61,487,,3.0,5,,38,2,0.0011,0.0018,0.0016,0.0017,0.0024,0.0032,0.0043,0.0058,0.008,0.0095,0.0059,0.0096,0.0086,0.0092,0.0129,0.0173,0.0231,0.031,0.0429,0.0507,0.0017,0.0028,0.0025,0.0027,0.0038,0.0051,0.0068,0.0091,0.0125,0.0148,0.0097,0.0088,0.0095
1624547,,489,81,,,5,,43,1,0.2514,0.2352,0.2397,0.2417,0.2626,0.2792,0.2993,0.3255,0.3571,0.4008,1.0886,1.0186,1.0378,1.0465,1.1373,1.2089,1.2961,1.4093,1.5462,1.7357,0.1506,0.1409,0.1436,0.1448,0.1573,0.1673,0.1793,0.195,0.2139,0.2401,1.0348,1.0852,1.0667
193560,,123,122,808.0,,3,3.0,12,3,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649311,808.0,61,299,,7.0,7,,43,2,0.025,0.003,0.0146,0.0148,0.0189,0.0235,0.0292,0.0365,0.0468,0.0581,0.1947,0.0231,0.1138,0.1153,0.1472,0.1834,0.2272,0.2841,0.3642,0.4527,0.0449,0.0053,0.0263,0.0266,0.0339,0.0423,0.0524,0.0655,0.084,0.1044,0.0235,0.11900000000000001,0.1176
1074007,,262,61,807.0,,5,3.0,34,3,2.2946,2.5534,2.1288,2.1962,3.0744,4.3992,6.0046,8.3224,12.4493,15.2777,53.0622,59.0459,49.2299,50.7866,71.0944,101.7303,138.8555,192.4541,287.8877,353.2943,5.4486,6.0629,5.0549,5.2149,7.3001,10.4459,14.258,19.7615,29.5608,36.2769,59.7677,50.506,52.5693
658794,,64,42,,,5,,29,1,0.0954,0.1021,0.1046,0.1058,0.1094,0.1102,0.1038,0.1127,0.1224,0.1294,7.0062,7.4972,7.6827,7.7694,8.0325,8.0911,7.6236,8.2737,8.9854,9.5007,0.0869,0.09300000000000001,0.0953,0.0964,0.0996,0.1004,0.0946,0.1026,0.1114,0.1178,7.5214,7.7192,7.8154
867378,802.0,69,411,,1.0,1,,32,2,0.0039,0.0042,0.0027,0.0028,0.0031,0.0033,0.0037,0.004,0.0045,0.0048,0.0021,0.0023,0.0015,0.0015,0.0017,0.0018,0.002,0.0022,0.0024,0.0026,0.0036,0.0038,0.0025,0.0026,0.0028,0.003,0.0033,0.0037,0.0041,0.0044,0.0021,0.0014,0.0013
807111,801.0,486,486,,4.0,1,,31,2,0.0003,0.0056,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0004,0.0077,0.1446,0.0024,0.0026,0.0032,0.0039,0.0048,0.006,0.0077,0.0093,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.0026,0.0028
718338,,212,551,,,5,,30,1,0.5298,0.579,0.6128,0.6328,0.6597,0.6651,0.6733,0.6829,0.6847,0.6738,21.326,23.3054,24.6686,25.4733,26.5564,26.7701,27.1037,27.488000000000003,27.5592,27.1232,0.2559,0.2797,0.2961,0.3057,0.3187,0.3213,0.3253,0.3299,0.3307,0.3255,23.5484,25.3876,26.0497
668857,,350,181,,,5,,29,1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0141,0.0145,0.013999999999999999,0.0135,0.0137,0.013999999999999999,0.0136,0.0152,0.017,0.0186,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0145,0.0141,0.0136
422167,,61,491,802.0,,4,4.0,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0004,0.0004,0.0007,0.0009,0.0012,0.0015,0.002,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0004
1638309,804.0,364,363,,7.0,7,,43,2,0.0029,0.0099,0.0257,0.0261,0.0333,0.0415,0.0514,0.0642,0.0824,0.1024,0.0689,0.2355,0.6114,0.6196,0.7904,0.9849,1.2204,1.5259,1.9566,2.4316,0.0008,0.0029,0.0074,0.0075,0.0096,0.0119,0.0148,0.0185,0.0237,0.0295,0.2392,0.6393,0.6315
26704,801.0,269,183,,1.0,1,,3,2,0.0042,0.0024,0.0021,0.0022,0.0029,0.0037,0.0046,0.0058,0.0076,0.0093,0.0013,0.0007,0.0007,0.0007,0.0009,0.0011,0.0014,0.0018,0.0023,0.0029,0.0011,0.0006,0.0006,0.0006,0.0008,0.001,0.0013,0.0016,0.0021,0.0025,0.0008,0.0007,0.0007
600792,804.0,452,372,,4.0,4,,27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0005,0.0006,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0003
931620,801.0,380,481,,1.0,4,,33,2,8.3163e-07,6.1676e-07,5.107999999999999e-07,5.4758e-07,6.5179e-07,7.4601e-07,8.498899999999999e-07,9.719499999999999e-07,1.1258e-06,1.2908000000000002e-06,2.5562e-06,1.8957e-06,1.5701e-06,1.6831e-06,2.0034e-06,2.2930000000000003e-06,2.6124e-06,2.9875e-06,3.4605e-06,3.9677e-06,1.2559000000000001e-06,9.314200000000001e-07,7.7137e-07,8.268700000000001e-07,9.843e-07,1.1266e-06,1.2834999999999999e-06,1.4678e-06,1.7002e-06,1.9493e-06,2.8212,2.3494,2.5087
370255,805.0,482,483,,3.0,2,,22,2,0.1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386566,808.0,41,373,,4.0,4,,38,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.0058,0.0062,0.0087,0.0116,0.0155,0.0208,0.0288,0.0341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0059,0.0064
459279,,319,487,,,1,,24,1,5.2083,5.7702,5.8786,5.9005,6.5006,6.9193,7.3955,7.8634,8.4525,8.9712,1.2262,1.3585,1.3840000000000001,1.3892,1.5305,1.629,1.7411,1.8513,1.99,2.1121,6.3392,7.0232,7.155,7.1817,7.9122,8.4217,9.0014,9.5709,10.2878,10.9192,1.3821,1.4364,1.3713
1515241,,472,372,,,5,,40,1,0.0986,0.0993,0.10400000000000001,0.1056,0.1054,0.106,0.1075,0.1102,0.1123,0.1178,50.0,50.3534,52.7601,53.55,53.4442,53.7354,54.53,55.8972,56.9664,59.7357,0.0466,0.047,0.0492,0.0499,0.0498,0.0501,0.0508,0.0521,0.0531,0.0557,50.8735,53.6161,54.8238
699521,,212,132,805.0,,1,3.0,29,3,1.8087,3.1287,3.7999,4.0058,4.8643,6.1815,7.4637,8.8707,11.1678,13.8051,0.9493,1.6421,1.9944,2.1025,2.553,3.2444,3.9173,4.6558,5.8615,7.2457,1.1609,2.0081,2.439,2.5711,3.1221,3.9676,4.7905,5.6936,7.167999999999999,8.8607,1.6474,2.0039,2.115
1027042,803.0,241,171,,3.0,1,,34,2,0.0071,0.1988,0.0973,0.1039,0.1337,0.165,0.2027,0.2512,0.3183,0.3888,0.1887,5.2842,2.5858,2.7621,3.5527,4.3839,5.3884,6.6758,8.4596,10.3329,0.0058,0.1636,0.08,0.0855,0.11,0.1357,0.1668,0.2066,0.2618,0.3198,5.3488,2.6528,2.8591
718116,,211,511,,,1,,30,1,0.2149,0.1824,0.1966,0.2025,0.1923,0.1957,0.204,0.2135,0.2144,0.2096,4.4742,3.7982,4.0922,4.2152,4.0036,4.0739,4.2474,4.4448,4.463,4.3645,0.1134,0.0963,0.1037,0.1069,0.1015,0.1033,0.1077,0.1127,0.1131,0.1106,3.8378,4.2115,4.3106
153187,,331,251,806.0,,4,3.0,7,3,0.016628,0.013907,0.0097424,0.009309,0.011945,0.015456000000000001,0.018739,0.022789,0.029348000000000003,0.036632,0.017225,0.014403999999999998,0.010091,0.0096429,0.012379000000000001,0.01601,0.019413999999999997,0.023606,0.0304,0.037946,0.001343,0.0011228,0.00078877,0.00075324,0.00096643,0.0012507,0.0015136,0.0018405000000000001,0.0023734000000000003,0.0029631999999999996,0.2061,0.1521,0.1365
129171,,551,362,,,1,,7,1,0.2703,0.259,0.2659,0.2693,0.2938,0.3096,0.3258,0.344,0.3652,0.3951,0.9712,0.9305,0.9552,0.9676,1.0555,1.1123,1.1705,1.236,1.3121,1.4196,0.1814,0.1738,0.1784,0.1807,0.1971,0.2077,0.2186,0.2309,0.2451,0.2651,0.9461,1.023,0.9734
1516108,,482,62,,,5,,40,1,0.1015,0.1084,0.1129,0.1157,0.1269,0.1362,0.1418,0.1502,0.1597,0.1662,5.7476,6.1404,6.3915,6.5492,7.1829,7.7132,8.0313,8.5023,9.0456,9.4083,0.2211,0.2362,0.2458,0.2519,0.2763,0.2967,0.3089,0.327,0.3479,0.3619,6.2038,6.4952,6.705
66618,,111,487,802.0,,1,1.0,4,3,0.0916,0.0,0.1631,0.1731,0.1995,0.2335,0.2593,0.2494,0.2605,0.2848,0.0749,0.0,0.1333,0.1416,0.1631,0.1909,0.212,0.2039,0.213,0.2329,0.1627,0.0,0.2896,0.3075,0.3544,0.4147,0.4606,0.4429,0.4627,0.5059,0.0,0.13699999999999998,0.138
864537,801.0,212,183,,4.0,1,,32,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002
1073871,,261,369,801.0,,1,1.0,34,3,1.3721,1.4634,0.9002,0.9125,1.1412,1.4261,1.7149,2.0891,2.6519999999999997,3.4347,10.7617,11.4776,7.0604,7.1566,8.9503,11.1853,13.4506,16.3854,20.8001,26.939,0.764,0.8148,0.5012,0.5081,0.6354,0.7941,0.9549,1.1632,1.4766,1.9124,11.6179,7.2434,7.4078
1133483,801.0,471,380,,4.0,4,,35,2,0.0051,0.0047,0.0063,0.0066,0.0089,0.0113,0.0144,0.0184,0.024,0.0292,1.3707,1.2575,1.6814,1.7865,2.3884,3.0493,3.8666,4.9369,6.4446,7.8353,0.0048,0.0044,0.0058,0.0062,0.0083,0.0106,0.0134,0.0172,0.0224,0.0272,1.2549,1.6758,1.7701
526563,,394,362,804.0,,4,4.0,24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0008,0.0008,0.001,0.0012,0.0014,0.0016,0.002,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0008,0.0008
1054132,808.0,64,421,,3.0,5,,34,2,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0014,0.0013,0.0005,0.0006,0.0007,0.0009,0.0011,0.0013,0.0017,0.0021,0.0003,0.0003,0.0001,0.0001,0.0002,0.0002,0.0002,0.0003,0.0004,0.0004,0.0013,0.0005,0.0006
228891,807.0,61,69,,3.0,3,,18,2,0.0001,0.0011,0.0007,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0044,0.0028,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0006,0.0004,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0026,0.0033
1275714,,363,361,807.0,,4,4.0,36,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.0071,0.0071,0.0073,0.0093,0.0111,0.0132,0.0156,0.0184,0.0218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072,0.0073,0.0076
561674,803.0,486,261,,3.0,2,,26,2,0.3064,0.5651,2.4277,2.485,2.9185,3.4389999999999996,4.0351,4.7464,5.6474,6.6798,0.2487,0.4587,1.9705,2.017,2.3689,2.7914,3.2752,3.8526,4.5839,5.4219,0.419,0.7727,3.3197,3.3981,3.991,4.7028,5.5178,6.4905,7.7226,9.1343,0.4887,2.1903,2.2189
63954,808.0,122,129,,3.0,4,,4,2,0.00048043,7.9191e-06,1.5838e-05,1.5838e-05,1.8477999999999998e-05,2.1118000000000003e-05,2.3757e-05,2.9036999999999997e-05,3.1676e-05,3.6955999999999997e-05,0.0015469000000000001,2.9036999999999997e-05,5.2793999999999996e-05,5.5434e-05,6.3353e-05,7.1272e-05,7.919100000000001e-05,8.975e-05,0.00010295,0.00011615,0.00031149,5.279400000000001e-06,1.0559000000000002e-05,1.0559000000000002e-05,1.3199e-05,1.3199e-05,1.5838e-05,1.8477999999999998e-05,2.1118000000000003e-05,2.3757e-05,0.0011,0.0021,0.002
1143505,804.0,129,122,,4.0,4,,35,2,0.0007,0.0002,0.0007,0.0008,0.001,0.0013,0.0016,0.0021,0.0027,0.0033,0.0591,0.0187,0.06,0.0638,0.0853,0.1089,0.138,0.1763,0.2301,0.2797,0.0002,0.0001,0.0002,0.0002,0.0002,0.0003,0.0004,0.0005,0.0007,0.0008,0.0186,0.0598,0.0632
815237,804.0,341,473,,3.0,5,,31,2,0.006999999999999999,0.0037,0.0052,0.0056,0.0069,0.0085,0.0104,0.013000000000000001,0.0166,0.0199,0.0257,0.0136,0.0192,0.0204,0.0254,0.0311,0.0383,0.0477,0.0607,0.073,0.0057,0.003,0.0042,0.0045,0.0056,0.0068,0.0084,0.0105,0.0133,0.016,0.013999999999999999,0.0205,0.0222
1044261,806.0,484,339,,4.0,4,,34,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0015,0.0025,0.0027,0.0034,0.0042,0.0052,0.0065,0.0082,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0026,0.0028
1150619,805.0,280,472,,4.0,4,,35,2,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0004,0.0006,0.0007,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002
118270,,62,429,,,5,,7,1,1.2542,1.2698,1.2056,1.1956,1.2898,1.3631,1.4631,1.5799,1.7031,1.7853,1.9971,2.0219,1.9197,1.9038,2.0538,2.1705,2.3298,2.5157,2.7118,2.8427,3.1424,3.1814,3.0206,2.9955,3.2317,3.4153,3.6659,3.9584,4.2669999999999995,4.473,2.0558,2.0559,1.9152
1642764,806.0,421,64,,7.0,7,,43,2,0.0008,0.0223,0.0207,0.021,0.0267,0.0333,0.0413,0.0516,0.0662,0.0822,0.0258,0.7204,0.6669,0.6758,0.8622,1.0743,1.3312,1.6644,2.1342,2.6525,0.003,0.0824,0.0763,0.0773,0.0986,0.1229,0.1523,0.1904,0.2441,0.3034,0.7319,0.6974,0.6889
1441377,,484,49,,,5,,39,1,0.0016,0.0016,0.0016,0.0017,0.0019,0.002,0.002,0.002,0.0021,0.0021,0.4315,0.4409,0.4384,0.4654,0.5182,0.5404,0.5477,0.5439,0.5529999999999999,0.5559,0.0017,0.0017,0.0017,0.0018,0.002,0.0021,0.0021,0.0021,0.0021,0.0022,0.4438,0.4479,0.4822
1651657,808.0,512,42,,7.0,7,,43,2,0.0012,0.0003,0.0005,0.0005,0.0006,0.0008,0.0009,0.0012,0.0015,0.0019,0.0017,0.0004,0.0007,0.0007,0.0009,0.0011,0.0013,0.0017,0.0021,0.0026,0.0038,0.0008,0.0015,0.0015,0.0019,0.0024,0.0029,0.0037,0.0047,0.0058,0.0004,0.0007,0.0007
1212440,,92,151,,,5,,36,1,0.0032,0.0032,0.0029,0.0027,0.0023,0.002,0.0017,0.0015,0.0013,0.0012,0.0175,0.0174,0.0157,0.015,0.0125,0.0107,0.0093,0.008,0.006999999999999999,0.0064,0.0158,0.0156,0.0141,0.0135,0.0113,0.0096,0.0084,0.0072,0.0063,0.0057,0.0175,0.016,0.0156
1006986,,364,380,,,1,,34,1,0.2644,0.2539,0.2534,0.2818,0.3198,0.3475,0.3727,0.3958,0.4352,0.4789,2.6508,2.5458,2.54,2.825,3.2059,3.4841,3.737,3.9684,4.3635,4.8016,0.363,0.3486,0.3478,0.3868,0.439,0.4771,0.5117,0.5434,0.5975,0.6575,2.5769,2.6058,2.9242
7399,,364,451,808.0,,2,3.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0005,0.0005,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0004,0.0004
197803,801.0,279,181,,2.0,2,,13,2,0.0219,0.0179,0.0335,0.035,0.037000000000000005,0.0392,0.0416,0.0443,0.0472,0.0496,0.0018,0.0015,0.0028,0.0029,0.003,0.0032,0.0034,0.0036,0.0039,0.0041,0.0128,0.0105,0.0196,0.0204,0.0217,0.0229,0.0244,0.0259,0.0276,0.028999999999999998,0.0015,0.0029,0.0032
1043669,806.0,421,182,,3.0,1,,34,2,0.0373,0.0304,0.038,0.0406,0.0522,0.0645,0.0792,0.0981,0.1244,0.1519,0.3221,0.2624,0.3283,0.3507,0.451,0.5566,0.6841,0.8475,1.074,1.3118,0.024,0.0195,0.0244,0.0261,0.0336,0.0414,0.0509,0.0631,0.0799,0.0976,0.2656,0.3368,0.363
586739,,531,223,804.0,,4,4.0,26,3,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0003,0.0001,0.0001,0.0002,0.0002,0.0003,0.0004,0.0005,0.0006,0.0,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0003,0.0003,0.0003,0.0002,0.0001
974335,,242,451,802.0,,2,3.0,33,3,0.0003,0.0,0.0049,0.0053,0.0061,0.0073,0.0088,0.0105,0.0139,0.0175,0.0013,0.0001,0.0213,0.0231,0.0266,0.0318,0.038,0.0455,0.0603,0.076,0.0002,0.0,0.0026,0.0028,0.0032,0.0038,0.0046,0.0055,0.0073,0.0092,0.0001,0.0214,0.0231
